disease,loc,number,population,year
MEASLES,NEW HAMPSHIRE,717,474000,1932
MEASLES,NEW JERSEY,15407,4120000,1932
MEASLES,NEW MEXICO,1199,441000,1932
MEASLES,NEW YORK,60464,13001000,1932
MEASLES,NORTH CAROLINA,13653,3227000,1932
MEASLES,NORTH DAKOTA,2150,676000,1932
MEASLES,OHIO,36228,6717000,1932
MEASLES,OKLAHOMA,1034,2394000,1932
MEASLES,OREGON,4998,972000,1932
MEASLES,PENNSYLVANIA,45957,9764000,1932
MEASLES,RHODE ISLAND,9970,677000,1932
MEASLES,SOUTH CAROLINA,3192,1748000,1932
MEASLES,SOUTH DAKOTA,667,692000,1932
MEASLES,TENNESSEE,1870,2711000,1932
MEASLES,TEXAS,4564,5961000,1932
MEASLES,UTAH,72,517000,1932
MEASLES,VERMONT,4103,358000,1932
MEASLES,VIRGINIA,1309,2452000,1932
MEASLES,WASHINGTON,10009,1584000,1932
MEASLES,WEST VIRGINIA,10476,1747000,1932
MEASLES,WISCONSIN,28255,3021000,1932
MEASLES,WYOMING,557,230000,1932
POLIO,ALABAMA,35,2653000,1932
POLIO,ARIZONA,7,426000,1932
POLIO,ARKANSAS,14,1836000,1932
POLIO,CALIFORNIA,172,5894000,1932
POLIO,COLORADO,8,1066000,1932
POLIO,CONNECTICUT,32,1637000,1932
POLIO,DELAWARE,11,245000,1932
POLIO,DISTRICT OF COLUMBIA,34,513000,1932
POLIO,FLORIDA,8,1521000,1932
POLIO,GEORGIA,17,2935000,1932
POLIO,IDAHO,6,459000,1932
POLIO,ILLINOIS,211,7736000,1932
POLIO,INDIANA,25,3281000,1932
POLIO,IOWA,48,2489000,1932
POLIO,KANSAS,42,1883000,1932
POLIO,KENTUCKY,52,2676000,1932
POLIO,LOUISIANA,39,2155000,1932
POLIO,MAINE,61,815000,1932
POLIO,MARYLAND,39,1678000,1932
POLIO,MASSACHUSETTS,62,4259000,1932
POLIO,MICHIGAN,113,4780000,1932
POLIO,MINNESOTA,110,2646000,1932
POLIO,MISSISSIPPI,25,2004000,1932
POLIO,MISSOURI,9,3746000,1932
POLIO,MONTANA,7,540000,1932
POLIO,NEBRASKA,30,1386000,1932
POLIO,NEW HAMPSHIRE,5,474000,1932
POLIO,NEW JERSEY,371,4120000,1932
POLIO,NEW MEXICO,10,441000,1932
POLIO,NEW YORK,356,13001000,1932
POLIO,NORTH CAROLINA,54,3227000,1932
POLIO,NORTH DAKOTA,34,676000,1932
POLIO,OHIO,84,6717000,1932
POLIO,OKLAHOMA,28,2394000,1932
POLIO,OREGON,19,972000,1932
POLIO,PENNSYLVANIA,1219,9764000,1932
POLIO,RHODE ISLAND,8,677000,1932
POLIO,SOUTH CAROLINA,43,1748000,1932
POLIO,SOUTH DAKOTA,15,692000,1932
POLIO,TENNESSEE,54,2711000,1932
POLIO,TEXAS,72,5961000,1932
POLIO,UTAH,3,517000,1932
POLIO,VERMONT,2,358000,1932
POLIO,VIRGINIA,54,2452000,1932
POLIO,WASHINGTON,75,1584000,1932
POLIO,WEST VIRGINIA,43,1747000,1932
POLIO,WISCONSIN,57,3021000,1932
POLIO,WYOMING,6,230000,1932
SMALLPOX,ALABAMA,467,2653000,1932
SMALLPOX,ARIZONA,7,426000,1932
SMALLPOX,ARKANSAS,360,1836000,1932
SMALLPOX,CALIFORNIA,495,5894000,1932
SMALLPOX,COLORADO,61,1066000,1932
SMALLPOX,CONNECTICUT,86,1637000,1932
SMALLPOX,DELAWARE,0,245000,1932
SMALLPOX,DISTRICT OF COLUMBIA,1,513000,1932
SMALLPOX,FLORIDA,33,1521000,1932
SMALLPOX,GEORGIA,15,2935000,1932
SMALLPOX,IDAHO,85,459000,1932
SMALLPOX,ILLINOIS,340,7736000,1932
SMALLPOX,INDIANA,383,3281000,1932
SMALLPOX,IOWA,1163,2489000,1932
SMALLPOX,KANSAS,168,1883000,1932
SMALLPOX,KENTUCKY,171,2676000,1932
SMALLPOX,LOUISIANA,151,2155000,1932
SMALLPOX,MAINE,1,815000,1932
SMALLPOX,MARYLAND,0,1678000,1932
SMALLPOX,MASSACHUSETTS,43,4259000,1932
SMALLPOX,MICHIGAN,223,4780000,1932
SMALLPOX,MINNESOTA,93,2646000,1932
SMALLPOX,MISSISSIPPI,525,2004000,1932
SMALLPOX,MISSOURI,236,3746000,1932
SMALLPOX,MONTANA,136,540000,1932
SMALLPOX,NEBRASKA,302,1386000,1932
SMALLPOX,NEW HAMPSHIRE,2,474000,1932
SMALLPOX,NEW JERSEY,0,4120000,1932
SMALLPOX,NEW MEXICO,22,441000,1932
SMALLPOX,NEW YORK,193,13001000,1932
SMALLPOX,NORTH CAROLINA,72,3227000,1932
SMALLPOX,NORTH DAKOTA,243,676000,1932
SMALLPOX,OHIO,1018,6717000,1932
SMALLPOX,OKLAHOMA,537,2394000,1932
SMALLPOX,OREGON,392,972000,1932
SMALLPOX,PENNSYLVANIA,7,9764000,1932
SMALLPOX,RHODE ISLAND,0,677000,1932
SMALLPOX,SOUTH CAROLINA,17,1748000,1932
SMALLPOX,SOUTH DAKOTA,158,692000,1932
SMALLPOX,TENNESSEE,439,2711000,1932
SMALLPOX,TEXAS,1068,5961000,1932
SMALLPOX,UTAH,4,517000,1932
SMALLPOX,VERMONT,174,358000,1932
SMALLPOX,VIRGINIA,10,2452000,1932
SMALLPOX,WASHINGTON,665,1584000,1932
SMALLPOX,WEST VIRGINIA,62,1747000,1932
SMALLPOX,WISCONSIN,89,3021000,1932
SMALLPOX,WYOMING,23,230000,1932
MEASLES,ALABAMA,1735,2661000,1933
MEASLES,ARIZONA,1261,426000,1933
MEASLES,ARKANSAS,5438,1854000,1933
MEASLES,CALIFORNIA,26551,5963000,1933
MEASLES,COLORADO,297,1071000,1933
MEASLES,CONNECTICUT,5430,1642000,1933
MEASLES,DELAWARE,205,248000,1933
MEASLES,DISTRICT OF COLUMBIA,533,529000,1933
MEASLES,FLORIDA,993,1552000,1933
MEASLES,GEORGIA,4628,2950000,1933
MEASLES,IDAHO,898,464000,1933
MEASLES,ILLINOIS,12092,7768000,1933
MEASLES,INDIANA,3570,3304000,1933
MEASLES,IOWA,824,2495000,1933
MEASLES,KANSAS,6289,1877000,1933
MEASLES,KENTUCKY,1560,2698000,1933
MEASLES,LOUISIANA,931,2178000,1933
MEASLES,MAINE,110,821000,1933
MEASLES,MARYLAND,697,1694000,1933
MEASLES,MASSACHUSETTS,15067,4282000,1933
MEASLES,MICHIGAN,22089,4780000,1933
MEASLES,MINNESOTA,20110,2673000,1933
MEASLES,MISSOURI,5771,3773000,1933
MEASLES,MONTANA,2270,541000,1933
MEASLES,NEBRASKA,1625,1385000,1933
MEASLES,NEW HAMPSHIRE,1042,477000,1933
MEASLES,NEW JERSEY,29855,4107000,1933
MEASLES,NEW MEXICO,668,449000,1933
MEASLES,NEW YORK,72057,13126000,1933
MEASLES,NORTH CAROLINA,16197,3268000,1933
MEASLES,NORTH DAKOTA,2518,674000,1933
MEASLES,OHIO,15751,6740000,1933
MEASLES,OKLAHOMA,2437,2392000,1933
MEASLES,OREGON,2253,978000,1933
MEASLES,PENNSYLVANIA,32912,9784000,1933
MEASLES,RHODE ISLAND,63,675000,1933
MEASLES,SOUTH CAROLINA,6319,1752000,1933
MEASLES,SOUTH DAKOTA,2064,690000,1933
MEASLES,TENNESSEE,3667,2747000,1933
MEASLES,TEXAS,21734,6014000,1933
MEASLES,UTAH,2091,520000,1933
MEASLES,VERMONT,1116,357000,1933
MEASLES,VIRGINIA,8656,2460000,1933
MEASLES,WASHINGTON,2481,1592000,1933
MEASLES,WEST VIRGINIA,5315,1752000,1933
MEASLES,WISCONSIN,9651,3040000,1933
MEASLES,WYOMING,573,230000,1933
POLIO,ALABAMA,28,2661000,1933
POLIO,ARIZONA,16,426000,1933
POLIO,ARKANSAS,13,1854000,1933
POLIO,CALIFORNIA,151,5963000,1933
POLIO,COLORADO,7,1071000,1933
POLIO,CONNECTICUT,74,1642000,1933
POLIO,DELAWARE,13,248000,1933
POLIO,DISTRICT OF COLUMBIA,7,529000,1933
POLIO,FLORIDA,9,1552000,1933
POLIO,GEORGIA,17,2950000,1933
POLIO,IDAHO,6,464000,1933
POLIO,ILLINOIS,221,7768000,1933
POLIO,INDIANA,45,3304000,1933
POLIO,IOWA,45,2495000,1933
POLIO,KANSAS,54,1877000,1933
POLIO,KENTUCKY,44,2698000,1933
POLIO,LOUISIANA,28,2178000,1933
POLIO,MAINE,66,821000,1933
POLIO,MARYLAND,49,1694000,1933
POLIO,MASSACHUSETTS,359,4282000,1933
POLIO,MICHIGAN,93,4780000,1933
POLIO,MINNESOTA,314,2673000,1933
POLIO,MISSISSIPPI,9,2031000,1933
POLIO,MISSOURI,35,3773000,1933
POLIO,MONTANA,11,541000,1933
POLIO,NEBRASKA,25,1385000,1933
POLIO,NEW HAMPSHIRE,11,477000,1933
POLIO,NEW JERSEY,245,4107000,1933
POLIO,NEW MEXICO,9,449000,1933
POLIO,NEW YORK,1378,13126000,1933
POLIO,NORTH CAROLINA,30,3268000,1933
POLIO,NORTH DAKOTA,86,674000,1933
POLIO,OHIO,361,6740000,1933
POLIO,OKLAHOMA,28,2392000,1933
POLIO,OREGON,36,978000,1933
POLIO,PENNSYLVANIA,411,9784000,1933
POLIO,RHODE ISLAND,17,675000,1933
POLIO,SOUTH CAROLINA,28,1752000,1933
POLIO,SOUTH DAKOTA,32,690000,1933
POLIO,TENNESSEE,114,2747000,1933
POLIO,TEXAS,47,6014000,1933
POLIO,UTAH,12,520000,1933
POLIO,VERMONT,36,357000,1933
POLIO,VIRGINIA,39,2460000,1933
POLIO,WASHINGTON,95,1592000,1933
POLIO,WEST VIRGINIA,95,1752000,1933
POLIO,WISCONSIN,67,3040000,1933
POLIO,WYOMING,11,230000,1933
SMALLPOX,ALABAMA,82,2661000,1933
SMALLPOX,ARIZONA,10,426000,1933
SMALLPOX,ARKANSAS,230,1854000,1933
SMALLPOX,CALIFORNIA,1059,5963000,1933
SMALLPOX,COLORADO,167,1071000,1933
SMALLPOX,CONNECTICUT,29,1642000,1933
SMALLPOX,DELAWARE,0,248000,1933
SMALLPOX,DISTRICT OF COLUMBIA,2,529000,1933
SMALLPOX,FLORIDA,1,1552000,1933
SMALLPOX,GEORGIA,46,2950000,1933
SMALLPOX,IDAHO,196,464000,1933
SMALLPOX,ILLINOIS,272,7768000,1933
SMALLPOX,INDIANA,88,3304000,1933
SMALLPOX,IOWA,748,2495000,1933
SMALLPOX,KANSAS,50,1877000,1933
SMALLPOX,KENTUCKY,20,2698000,1933
SMALLPOX,LOUISIANA,75,2178000,1933
SMALLPOX,MAINE,0,821000,1933
SMALLPOX,MARYLAND,0,1694000,1933
SMALLPOX,MASSACHUSETTS,0,4282000,1933
SMALLPOX,MICHIGAN,43,4780000,1933
SMALLPOX,MINNESOTA,55,2673000,1933
SMALLPOX,MISSISSIPPI,45,2031000,1933
SMALLPOX,MISSOURI,121,3773000,1933
SMALLPOX,MONTANA,38,541000,1933
SMALLPOX,NEBRASKA,135,1385000,1933
SMALLPOX,NEW HAMPSHIRE,0,477000,1933
SMALLPOX,NEW JERSEY,1,4107000,1933
SMALLPOX,NEW MEXICO,19,449000,1933
SMALLPOX,NEW YORK,3,13126000,1933
SMALLPOX,NORTH CAROLINA,37,3268000,1933
SMALLPOX,NORTH DAKOTA,27,674000,1933
SMALLPOX,OHIO,249,6740000,1933
SMALLPOX,OKLAHOMA,165,2392000,1933
SMALLPOX,OREGON,312,978000,1933
SMALLPOX,PENNSYLVANIA,0,9784000,1933
SMALLPOX,RHODE ISLAND,0,675000,1933
SMALLPOX,SOUTH CAROLINA,22,1752000,1933
SMALLPOX,SOUTH DAKOTA,21,690000,1933
SMALLPOX,TENNESSEE,50,2747000,1933
SMALLPOX,TEXAS,822,6014000,1933
SMALLPOX,UTAH,28,520000,1933
SMALLPOX,VERMONT,3,357000,1933
SMALLPOX,VIRGINIA,8,2460000,1933
SMALLPOX,WASHINGTON,283,1592000,1933
SMALLPOX,WEST VIRGINIA,59,1752000,1933
SMALLPOX,WISCONSIN,538,3040000,1933
SMALLPOX,WYOMING,5,230000,1933
MEASLES,ALABAMA,15849,2685000,1934
MEASLES,ARIZONA,1022,428000,1934
MEASLES,ARKANSAS,7222,1878000,1934
MEASLES,CALIFORNIA,25650,6060000,1934
MEASLES,COLORADO,12946,1075000,1934
MEASLES,CONNECTICUT,4659,1650000,1934
MEASLES,DELAWARE,3063,250000,1934
MEASLES,DISTRICT OF COLUMBIA,6461,568000,1934
MEASLES,FLORIDA,8015,1585000,1934
MEASLES,GEORGIA,22965,2964000,1934
MEASLES,IDAHO,1194,473000,1934
MEASLES,ILLINOIS,44676,7772000,1934
MEASLES,INDIANA,20943,3319000,1934
MEASLES,IOWA,8694,2510000,1934
MEASLES,KANSAS,10066,1868000,1934
MEASLES,KENTUCKY,11501,2722000,1934
MEASLES,LOUISIANA,4866,2202000,1934
MEASLES,MAINE,647,829000,1934
MEASLES,MARYLAND,26948,1710000,1934
MEASLES,MASSACHUSETTS,44749,4305000,1934
MEASLES,MICHIGAN,6355,4798000,1934
MEASLES,MINNESOTA,8451,2695000,1934
MEASLES,MISSOURI,20414,3784000,1934
MEASLES,MONTANA,1940,545000,1934
MEASLES,NEBRASKA,4575,1382000,1934
MEASLES,NEW HAMPSHIRE,4064,480000,1934
MEASLES,NEW JERSEY,14718,4089000,1934
MEASLES,NEW MEXICO,3374,461000,1934
MEASLES,NEW YORK,34208,13253000,1934
MEASLES,NORTH CAROLINA,55684,3304000,1934
MEASLES,NORTH DAKOTA,4419,672000,1934
MEASLES,OHIO,27713,6751000,1934
MEASLES,OKLAHOMA,9040,2391000,1934
MEASLES,OREGON,1906,985000,1934
MEASLES,PENNSYLVANIA,83076,9795000,1934
MEASLES,RHODE ISLAND,444,675000,1934
MEASLES,SOUTH CAROLINA,11222,1760000,1934
MEASLES,SOUTH DAKOTA,9370,682000,1934
MEASLES,TENNESSEE,18036,2784000,1934
MEASLES,TEXAS,29699,6053000,1934
MEASLES,UTAH,11405,522000,1934
MEASLES,VERMONT,1359,357000,1934
MEASLES,VIRGINIA,28795,2485000,1934
MEASLES,WASHINGTON,7628,1610000,1934
MEASLES,WEST VIRGINIA,4105,1771000,1934
MEASLES,WISCONSIN,40706,3054000,1934
MEASLES,WYOMING,2254,233000,1934
POLIO,ALABAMA,50,2685000,1934
POLIO,ARIZONA,110,428000,1934
POLIO,ARKANSAS,14,1878000,1934
POLIO,CALIFORNIA,3271,6060000,1934
POLIO,COLORADO,17,1075000,1934
POLIO,CONNECTICUT,14,1650000,1934
POLIO,DELAWARE,3,250000,1934
POLIO,DISTRICT OF COLUMBIA,9,568000,1934
POLIO,FLORIDA,17,1585000,1934
POLIO,GEORGIA,20,2964000,1934
POLIO,IDAHO,121,473000,1934
POLIO,ILLINOIS,218,7772000,1934
POLIO,INDIANA,69,3319000,1934
POLIO,IOWA,35,2510000,1934
POLIO,KANSAS,81,1868000,1934
POLIO,KENTUCKY,118,2722000,1934
POLIO,LOUISIANA,25,2202000,1934
POLIO,MAINE,21,829000,1934
POLIO,MARYLAND,29,1710000,1934
POLIO,MASSACHUSETTS,76,4305000,1934
POLIO,MICHIGAN,230,4798000,1934
POLIO,MINNESOTA,95,2695000,1934
POLIO,MISSISSIPPI,23,2050000,1934
POLIO,MISSOURI,34,3784000,1934
POLIO,MONTANA,322,545000,1934
POLIO,NEBRASKA,21,1382000,1934
POLIO,NEW HAMPSHIRE,9,480000,1934
POLIO,NEW JERSEY,66,4089000,1934
POLIO,NEW MEXICO,18,461000,1934
POLIO,NEW YORK,234,13253000,1934
POLIO,NORTH CAROLINA,45,3304000,1934
POLIO,NORTH DAKOTA,13,672000,1934
POLIO,OHIO,281,6751000,1934
POLIO,OKLAHOMA,13,2391000,1934
POLIO,OREGON,85,985000,1934
POLIO,PENNSYLVANIA,135,9795000,1934
POLIO,RHODE ISLAND,1,675000,1934
POLIO,SOUTH CAROLINA,13,1760000,1934
POLIO,SOUTH DAKOTA,36,682000,1934
POLIO,TENNESSEE,61,2784000,1934
POLIO,TEXAS,151,6053000,1934
POLIO,UTAH,13,522000,1934
POLIO,VERMONT,8,357000,1934
POLIO,VIRGINIA,77,2485000,1934
POLIO,WASHINGTON,734,1610000,1934
POLIO,WEST VIRGINIA,87,1771000,1934
POLIO,WISCONSIN,142,3054000,1934
POLIO,WYOMING,9,233000,1934
SMALLPOX,ALABAMA,23,2685000,1934
SMALLPOX,ARIZONA,3,428000,1934
SMALLPOX,ARKANSAS,107,1878000,1934
SMALLPOX,CALIFORNIA,181,6060000,1934
SMALLPOX,COLORADO,154,1075000,1934
SMALLPOX,CONNECTICUT,0,1650000,1934
SMALLPOX,DELAWARE,0,250000,1934
SMALLPOX,DISTRICT OF COLUMBIA,0,568000,1934
SMALLPOX,FLORIDA,3,1585000,1934
SMALLPOX,GEORGIA,12,2964000,1934
SMALLPOX,IDAHO,103,473000,1934
SMALLPOX,ILLINOIS,107,7772000,1934
SMALLPOX,INDIANA,73,3319000,1934
SMALLPOX,IOWA,166,2510000,1934
SMALLPOX,KANSAS,113,1868000,1934
SMALLPOX,KENTUCKY,29,2722000,1934
SMALLPOX,LOUISIANA,63,2202000,1934
SMALLPOX,MAINE,0,829000,1934
SMALLPOX,MARYLAND,0,1710000,1934
SMALLPOX,MASSACHUSETTS,0,4305000,1934
SMALLPOX,MICHIGAN,52,4798000,1934
SMALLPOX,MINNESOTA,313,2695000,1934
SMALLPOX,MISSISSIPPI,26,2050000,1934
SMALLPOX,MISSOURI,186,3784000,1934
SMALLPOX,MONTANA,21,545000,1934
SMALLPOX,NEBRASKA,226,1382000,1934
SMALLPOX,NEW HAMPSHIRE,2,480000,1934
SMALLPOX,NEW JERSEY,0,4089000,1934
SMALLPOX,NEW MEXICO,15,461000,1934
SMALLPOX,NEW YORK,0,13253000,1934
SMALLPOX,NORTH CAROLINA,18,3304000,1934
SMALLPOX,NORTH DAKOTA,28,672000,1934
SMALLPOX,OHIO,39,6751000,1934
SMALLPOX,OKLAHOMA,105,2391000,1934
SMALLPOX,OREGON,151,985000,1934
SMALLPOX,PENNSYLVANIA,0,9795000,1934
SMALLPOX,RHODE ISLAND,0,675000,1934
SMALLPOX,SOUTH CAROLINA,24,1760000,1934
SMALLPOX,SOUTH DAKOTA,134,682000,1934
SMALLPOX,TENNESSEE,38,2784000,1934
SMALLPOX,TEXAS,883,6053000,1934
SMALLPOX,UTAH,34,522000,1934
SMALLPOX,VERMONT,0,357000,1934
SMALLPOX,VIRGINIA,32,2485000,1934
SMALLPOX,WASHINGTON,547,1610000,1934
SMALLPOX,WEST VIRGINIA,11,1771000,1934
SMALLPOX,WISCONSIN,1010,3054000,1934
SMALLPOX,WYOMING,107,233000,1934
MEASLES,ALABAMA,7214,2719000,1935
MEASLES,ARIZONA,586,434000,1935
MEASLES,ARKANSAS,1518,1890000,1935
MEASLES,CALIFORNIA,28799,6175000,1935
MEASLES,COLORADO,12786,1078000,1935
MEASLES,CONNECTICUT,24149,1666000,1935
MEASLES,DELAWARE,1040,252000,1935
MEASLES,DISTRICT OF COLUMBIA,929,608000,1935
MEASLES,FLORIDA,1174,1613000,1935
MEASLES,GEORGIA,31,2955000,1935
MEASLES,IDAHO,877,481000,1935
MEASLES,ILLINOIS,58229,7797000,1935
MEASLES,INDIANA,9967,3332000,1935
MEASLES,IOWA,21849,2524000,1935
MEASLES,KANSAS,26190,1872000,1935
MEASLES,KENTUCKY,14667,2748000,1935
MEASLES,LOUISIANA,2613,2228000,1935
MEASLES,MAINE,7171,836000,1935
MEASLES,MARYLAND,2302,1729000,1935
MEASLES,MASSACHUSETTS,12453,4343000,1935
MEASLES,MICHIGAN,77451,4838000,1935
MEASLES,MINNESOTA,28855,2717000,1935
MEASLES,MISSOURI,13110,3798000,1935
MEASLES,MONTANA,7824,550000,1935
MEASLES,NEBRASKA,8795,1375000,1935
MEASLES,NEW HAMPSHIRE,265,481000,1935
MEASLES,NEW JERSEY,32392,4085000,1935
MEASLES,NEW MEXICO,703,475000,1935
MEASLES,NEW YORK,69073,13375000,1935
MEASLES,NORTH CAROLINA,10763,3323000,1935
MEASLES,NORTH DAKOTA,1946,670000,1935
MEASLES,OHIO,36976,6787000,1935
MEASLES,OKLAHOMA,2456,2386000,1935
MEASLES,OREGON,7061,1001000,1935
MEASLES,PENNSYLVANIA,89661,9774000,1935
MEASLES,RHODE ISLAND,6740,678000,1935
MEASLES,SOUTH CAROLINA,818,1769000,1935
MEASLES,SOUTH DAKOTA,1127,674000,1935
MEASLES,TENNESSEE,1436,2798000,1935
MEASLES,TEXAS,3923,6123000,1935
MEASLES,UTAH,264,526000,1935
MEASLES,VERMONT,1390,357000,1935
MEASLES,VIRGINIA,18329,2520000,1935
MEASLES,WASHINGTON,8560,1629000,1935
MEASLES,WEST VIRGINIA,10870,1794000,1935
MEASLES,WISCONSIN,43453,3070000,1935
MEASLES,WYOMING,2217,237000,1935
POLIO,ALABAMA,61,2719000,1935
POLIO,ARIZONA,21,434000,1935
POLIO,ARKANSAS,29,1890000,1935
POLIO,CALIFORNIA,778,6175000,1935
POLIO,COLORADO,14,1078000,1935
POLIO,CONNECTICUT,409,1666000,1935
POLIO,DELAWARE,5,252000,1935
POLIO,DISTRICT OF COLUMBIA,86,608000,1935
POLIO,FLORIDA,16,1613000,1935
POLIO,GEORGIA,20,2955000,1935
POLIO,IDAHO,2,481000,1935
POLIO,ILLINOIS,258,7797000,1935
POLIO,INDIANA,47,3332000,1935
POLIO,IOWA,64,2524000,1935
POLIO,KANSAS,34,1872000,1935
POLIO,KENTUCKY,318,2748000,1935
POLIO,LOUISIANA,101,2228000,1935
POLIO,MAINE,160,836000,1935
POLIO,MARYLAND,109,1729000,1935
POLIO,MASSACHUSETTS,1421,4343000,1935
POLIO,MICHIGAN,622,4838000,1935
POLIO,MINNESOTA,69,2717000,1935
POLIO,MISSISSIPPI,16,2061000,1935
POLIO,MISSOURI,44,3798000,1935
POLIO,MONTANA,8,550000,1935
POLIO,NEBRASKA,13,1375000,1935
POLIO,NEVADA,1,100000,1935
POLIO,NEW HAMPSHIRE,57,481000,1935
POLIO,NEW JERSEY,520,4085000,1935
POLIO,NEW MEXICO,10,475000,1935
POLIO,NEW YORK,2889,13375000,1935
POLIO,NORTH CAROLINA,677,3323000,1935
POLIO,NORTH DAKOTA,16,670000,1935
POLIO,OHIO,100,6787000,1935
POLIO,OKLAHOMA,14,2386000,1935
POLIO,OREGON,48,1001000,1935
POLIO,PENNSYLVANIA,229,9774000,1935
POLIO,RHODE ISLAND,338,678000,1935
POLIO,SOUTH CAROLINA,37,1769000,1935
POLIO,SOUTH DAKOTA,11,674000,1935
POLIO,TENNESSEE,91,2798000,1935
POLIO,TEXAS,82,6123000,1935
POLIO,UTAH,9,526000,1935
POLIO,VERMONT,44,357000,1935
POLIO,VIRGINIA,684,2520000,1935
POLIO,WASHINGTON,43,1629000,1935
POLIO,WEST VIRGINIA,41,1794000,1935
POLIO,WISCONSIN,65,3070000,1935
POLIO,WYOMING,2,237000,1935
SMALLPOX,ALABAMA,42,2719000,1935
SMALLPOX,ARIZONA,2,434000,1935
SMALLPOX,ARKANSAS,61,1890000,1935
SMALLPOX,CALIFORNIA,296,6175000,1935
SMALLPOX,COLORADO,172,1078000,1935
SMALLPOX,CONNECTICUT,0,1666000,1935
SMALLPOX,DELAWARE,1,252000,1935
SMALLPOX,DISTRICT OF COLUMBIA,0,608000,1935
SMALLPOX,FLORIDA,14,1613000,1935
SMALLPOX,GEORGIA,29,2955000,1935
SMALLPOX,IDAHO,12,481000,1935
SMALLPOX,ILLINOIS,98,7797000,1935
SMALLPOX,INDIANA,70,3332000,1935
SMALLPOX,IOWA,206,2524000,1935
SMALLPOX,KANSAS,570,1872000,1935
SMALLPOX,KENTUCKY,7,2748000,1935
SMALLPOX,LOUISIANA,32,2228000,1935
SMALLPOX,MAINE,0,836000,1935
SMALLPOX,MARYLAND,1,1729000,1935
SMALLPOX,MASSACHUSETTS,0,4343000,1935
SMALLPOX,MICHIGAN,19,4838000,1935
SMALLPOX,MINNESOTA,224,2717000,1935
SMALLPOX,MISSISSIPPI,15,2061000,1935
SMALLPOX,MISSOURI,90,3798000,1935
SMALLPOX,MONTANA,690,550000,1935
SMALLPOX,NEBRASKA,1296,1375000,1935
SMALLPOX,NEW HAMPSHIRE,0,481000,1935
SMALLPOX,NEW JERSEY,0,4085000,1935
SMALLPOX,NEW MEXICO,47,475000,1935
SMALLPOX,NEW YORK,2,13375000,1935
SMALLPOX,NORTH CAROLINA,22,3323000,1935
SMALLPOX,NORTH DAKOTA,54,670000,1935
SMALLPOX,OHIO,33,6787000,1935
SMALLPOX,OKLAHOMA,46,2386000,1935
SMALLPOX,OREGON,116,1001000,1935
SMALLPOX,PENNSYLVANIA,0,9774000,1935
SMALLPOX,RHODE ISLAND,0,678000,1935
SMALLPOX,SOUTH CAROLINA,7,1769000,1935
SMALLPOX,SOUTH DAKOTA,293,674000,1935
SMALLPOX,TENNESSEE,13,2798000,1935
SMALLPOX,TEXAS,547,6123000,1935
SMALLPOX,UTAH,8,526000,1935
SMALLPOX,VERMONT,1,357000,1935
SMALLPOX,VIRGINIA,10,2520000,1935
SMALLPOX,WASHINGTON,1365,1629000,1935
SMALLPOX,WEST VIRGINIA,21,1794000,1935
SMALLPOX,WISCONSIN,642,3070000,1935
SMALLPOX,WYOMING,315,237000,1935
MEASLES,ALABAMA,570,2743000,1936
MEASLES,ARIZONA,2328,443000,1936
MEASLES,ARKANSAS,107,1892000,1936
MEASLES,CALIFORNIA,49050,6341000,1936
MEASLES,COLORADO,597,1090000,1936
MEASLES,CONNECTICUT,3828,1672000,1936
MEASLES,DELAWARE,1407,253000,1936
MEASLES,DISTRICT OF COLUMBIA,2111,629000,1936
MEASLES,FLORIDA,302,1651000,1936
MEASLES,GEORGIA,8,2978000,1936
MEASLES,IDAHO,1300,495000,1936
MEASLES,ILLINOIS,1207,7840000,1936
MEASLES,INDIANA,706,3348000,1936
MEASLES,IOWA,200,2509000,1936
MEASLES,KANSAS,433,1869000,1936
MEASLES,KENTUCKY,2205,2768000,1936
MEASLES,LOUISIANA,1296,2246000,1936
MEASLES,MAINE,7492,840000,1936
MEASLES,MARYLAND,7073,1745000,1936
MEASLES,MASSACHUSETTS,26731,4355000,1936
MEASLES,MICHIGAN,2333,4889000,1936
MEASLES,MINNESOTA,7738,2734000,1936
MEASLES,MISSOURI,660,3801000,1936
MEASLES,MONTANA,452,554000,1936
MEASLES,NEBRASKA,1173,1358000,1936
MEASLES,NEW HAMPSHIRE,892,481000,1936
MEASLES,NEW JERSEY,8783,4084000,1936
MEASLES,NEW MEXICO,1149,489000,1936
MEASLES,NEW YORK,64366,13481000,1936
MEASLES,NORTH CAROLINA,1347,3346000,1936
MEASLES,NORTH DAKOTA,110,664000,1936
MEASLES,OHIO,9285,6801000,1936
MEASLES,OKLAHOMA,360,2365000,1936
MEASLES,OREGON,9421,1025000,1936
MEASLES,PENNSYLVANIA,23783,9767000,1936
MEASLES,RHODE ISLAND,2529,686000,1936
MEASLES,SOUTH CAROLINA,859,1781000,1936
MEASLES,SOUTH DAKOTA,224,666000,1936
MEASLES,TENNESSEE,1400,2791000,1936
MEASLES,TEXAS,7776,6192000,1936
MEASLES,UTAH,621,527000,1936
MEASLES,VERMONT,10620,357000,1936
MEASLES,VIRGINIA,3263,2552000,1936
MEASLES,WASHINGTON,7665,1653000,1936
MEASLES,WEST VIRGINIA,1144,1808000,1936
MEASLES,WISCONSIN,3900,3082000,1936
MEASLES,WYOMING,138,240000,1936
POLIO,ALABAMA,420,2743000,1936
POLIO,ARIZONA,9,443000,1936
